gpsDate,Fuel_Consum,Vehicle_Speed,Engine_Speed,Odometer_Reading,Drive Ac,Fuel_Gauge,,,,,,
1488550085,0.3165,0,1113.28125,16446,66,72,,,,,,
1488550086,0.306,0,1110.9375,16446,66,72,,,,,,
1488550087,0.3055,0,1114.0625,16446,66,72,,,,,,
1488550088,0.304,0,1111.71875,16446,66,72,,,,,,
1488550089,0.2545,0,1057.8125,16446,66,72,,,,,,
1488550090,0.115,0,589.0625,16446,66,72,,,,,,
1488550091,0,0,0,16446,66,72,,,,,,
1488550092,0,0,0,16446,66,72,,,,,,
1488550093,0,0,0,16446,66,72,,,,,,
1488550094,0,0,0,16446,66,72,,,,,,
1488550095,0,0,0,16446,66,72,,,,,,
1488550096,0,0,0,16446,66,72,,,,,,
1488550097,0,0,0,16446,66,72,,,,,,
1488550098,0,0,0,16446,66,72,,,,,,
1488550099,0,0,0,16446,66,72,,,,,,
1488550100,0,0,0,16446,66,72,,,,,,
1488550101,0,0,0,16446,66,72,,,,,,
1488550102,0,0,0,16446,66,72,,,,,,
1488550103,0,0,0,16446,66,72,,,,,,
1488550104,0,0,0,16446,66,72,,,,,,
1488550105,0,0,0,16446,66,72,,,,,,
1488550106,0,0,0,16446,66,72,,,,,,
1488550107,0,0,0,16446,66,72,,,,,,
1488550108,0,0,0,16446,66,72,,,,,,
1488550109,0,0,0,16446,66,72,,,,,,
1488550110,0,0,0,16446,66,72,,,,,,
1488550111,0,0,0,16446,66,72,,,,,,
1488550112,0,0,0,16446,66,72,,,,,,
1488550113,0,0,0,16446,66,72,,,,,,
1488550114,0,0,0,16446,66,72,,,,,,
1488550115,0,0,0,16446,66,72,,,,,,
1488550116,0,0,0,16446,66,72,,,,,,
1488550117,0,0,0,16446,66,72,,,,,,
1488550118,0,0,0,16446,66,72,,,,,,
1488550119,0,0,0,16446,66,72,,,,,,
1488550120,0,0,0,16446,66,72,,,,,,
1488550121,0,0,0,16446,66,72,,,,,,
1488550122,0,0,0,16446,66,72,,,,,,
1488550123,0,0,0,16446,66,72,,,,,,
1488550124,0,0,0,16446,66,72,,,,,,
1488550125,0,0,0,16446,66,72,,,,,,
1488550126,0,0,0,16446,66,72,,,,,,
1488550127,0,0,0,16446,66,72,,,,,,
1488550128,0,0,0,16446,66,72,,,,,,
1488550129,0,0,0,16446,66,72,,,,,,
1488550130,0,0,0,16446,66,72,,,,,,
1488550131,0,0,0,16446,66,72,,,,,,
1488550132,0,0,0,16446,66,72,,,,,,
1488550133,0,0,0,16446,66,72,,,,,,
1488550134,0,0,0,16446,66,72,,,,,,
1488550135,0,0,0,16446,66,72,,,,,,
1488550136,0,0,0,16446,66,72,,,,,,
1488550137,0,0,0,16446,66,72,,,,,,
1488550138,0,0,0,16446,66,72,,,,,,
1488550139,0,0,0,16446,66,72,,,,,,
1488550140,0,0,0,16446,66,72,,,,,,
1488550141,0,0,0,16446,66,72,,,,,,
1488550142,0,0,0,16446,66,72,,,,,,
1488550143,0,0,0,16446,66,72,,,,,,
1488550144,0,0,0,16446,66,72,,,,,,
1488550145,0,0,0,16446,66,72,,,,,,
1488550146,0,0,0,16446,66,72,,,,,,
1488550147,0,0,0,16446,66,72,,,,,,
1488550148,0,0,0,16446,66,72,,,,,,
1488550149,0,0,0,16446,66,72,,,,,,
1488550150,0,0,0,16446,66,72,,,,,,
1488550151,0,0,0,16446,66,72,,,,,,
1488550152,0,0,0,16446,66,72,,,,,,
1488550153,0,0,0,16446,66,72,,,,,,
1488550154,0,0,0,16446,66,72,,,,,,
1488550155,0,0,0,16446,66,72,,,,,,
1488550156,0,0,0,16446,66,72,,,,,,
1488550157,0,0,0,16446,66,72,,,,,,
1488550158,0,0,0,16446,66,72,,,,,,
1488550159,0,0,0,16446,66,72,,,,,,
1488550160,0,0,0,16446,66,72,,,,,,
1488550161,0,0,0,16446,66,72,,,,,,
1488550162,0,0,0,16446,66,72,,,,,,
1488550163,0,0,0,16446,66,72,,,,,,
1488550164,0,0,0,16446,66,72,,,,,,
1488550165,0,0,0,16446,66,72,,,,,,
1488550166,0,0,0,16446,66,72,,,,,,
1488550167,0,0,0,16446,66,72,,,,,,
1488550168,0,0,0,16446,66,72,,,,,,
1488550169,0,0,0,16446,66,72,,,,,,
1488550170,0,0,0,16446,66,72,,,,,,
1488550171,0,0,0,16446,66,72,,,,,,
1488550172,0,0,0,16446,66,72,,,,,,
1488550173,0,0,0,16446,66,72,,,,,,
1488550174,0,0,0,16446,66,72,,,,,,
1488550175,0,0,0,16446,66,72,,,,,,
1488550176,0,0,0,16446,66,72,,,,,,
1488550177,0,0,0,16446,66,72,,,,,,
1488550178,0,0,0,16446,66,72,,,,,,
1488550179,0,0,0,16446,66,72,,,,,,
1488550180,0,0,0,16446,66,72,,,,,,
1488550181,0,0,0,16446,66,72,,,,,,
1488550182,0,0,0,16446,66,72,,,,,,
1488550183,0,0,0,16446,66,72,,,,,,
1488550184,0,0,0,16446,66,72,,,,,,
1488550185,0,0,0,16446,66,72,,,,,,
1488550186,0,0,0,16446,66,72,,,,,,
1488550187,0,0,0,16446,66,72,,,,,,
1488550188,0,0,0,16446,66,72,,,,,,
1488550189,0,0,0,16446,66,72,,,,,,
1488550190,0,0,0,16446,66,72,,,,,,
1488550191,0,0,0,16446,66,72,,,,,,
1488550192,0,0,0,16446,66,72,,,,,,
1488550193,0,0,0,16446,66,72,,,,,,
1488550194,0,0,0,16446,66,72,,,,,,
1488550195,0,0,0,16446,66,72,,,,,,
1488550196,0,0,0,16446,66,72,,,,,,
1488550197,0,0,0,16446,66,72,,,,,,
1488550198,0,0,0,16446,66,72,,,,,,
1488550199,0,0,0,16446,66,72,,,,,,
1488550200,0,0,0,16446,66,72,,,,,,
1488550201,0,0,0,16446,66,72,,,,,,
1488550202,0,0,0,16446,66,72,,,,,,
1488550203,0,0,0,16446,66,72,,,,,,
1488550204,0,0,0,16446,66,72,,,,,,
1488550205,0,0,0,16446,66,72,,,,,,
1488550206,0,0,0,16446,66,72,,,,,,
1488550207,0,0,0,16446,66,72,,,,,,
1488550208,0,0,0,16446,66,72,,,,,,
1488550209,0,0,0,16446,66,72,,,,,,
1488550210,0,0,0,16446,66,72,,,,,,
1488550211,0,0,0,16446,66,72,,,,,,
1488550212,0,0,0,16446,66,72,,,,,,
1488550213,0,0,0,16446,66,72,,,,,,
1488550214,0,0,0,16446,66,72,,,,,,
1488550215,0,0,0,16446,66,72,,,,,,
1488550216,0,0,0,16446,66,72,,,,,,
1488550217,0,0,0,16446,66,72,,,,,,
1488550218,0,0,0,16446,66,72,,,,,,
1488550219,0,0,0,16446,66,72,,,,,,
1488550220,0,0,0,16446,66,72,,,,,,
1488550221,0,0,0,16446,66,72,,,,,,
1488550222,0,0,0,16446,66,72,,,,,,
1488550223,0,0,0,16446,66,72,,,,,,
1488550224,0,0,0,16446,66,72,,,,,,
1488550225,0,0,0,16446,66,72,,,,,,
1488550226,0,0,0,16446,66,72,,,,,,
1488550227,0,0,0,16446,66,72,,,,,,
1488550228,0,0,0,16446,66,72,,,,,,
1488550229,0,0,0,16446,66,72,,,,,,
1488550230,0,0,0,16446,66,72,,,,,,
1488550231,0,0,0,16446,66,72,,,,,,
1488550232,0,0,0,16446,66,72,,,,,,
1488550233,0,0,0,16446,66,72,,,,,,
1488550234,0,0,0,16446,66,72,,,,,,
1488550235,0,0,0,16446,66,72,,,,,,
1488550236,0,0,0,16446,66,72,,,,,,
1488550237,0,0,0,16446,66,72,,,,,,
1488550238,0,0.913415653,0,16446,66,72,,,,,,
1488550239,0,2.013242663,0,16446,66,72,,,,,,
1488550240,0,2.106448342,0,16446,66,72,,,,,,
1488550241,0,1.590710252,0,16446,66,72,,,,,,
1488550242,0,1.522359421,0,16446,66,72,,,,,,
1488550243,0,1.404298894,0,16446,66,72,,,,,,
1488550244,0,1.565855404,0,16446,66,72,,,,,,
1488550245,0,1.460222302,0,16446,66,72,,,,,,
1488550246,0,1.211673825,0,16446,66,72,,,,,,
1488550247,0,1.068758451,0,16446,66,72,,,,,,
1488550248,0,1.236528673,0,16446,66,72,,,,,,
1488550249,0,1.230314961,0,16446,66,72,,,,,,
1488550250,0,0,0,16446,66,72,,,,,,
1488550251,0,0,0,16446,66,72,,,,,,
1488550252,0,0,0,16446,66,72,,,,,,
1488550253,0,0,0,16446,66,72,,,,,,
1488550254,0,0,0,16446,66,72,,,,,,
1488550255,0,1.050117315,0,16446,66,72,,,,,,
1488550256,0,3.603952915,0,16446,66,72,,,,,,
1488550257,0.382,5.797393224,1135.9375,16446,66,72,,,,,,
1488550258,0.6625,7.593155969,1121.09375,16446,66,72,,,,,,
1488550259,0.706,9.059591983,1208.59375,16446,66,72,,,,,,
1488550260,0.525,8.866966913,1122.65625,16446,66,72,,,,,,
1488550261,0.2615,7.425385747,1189.84375,16446,66,72,,,,,,
1488550262,0.2485,6.772945995,1141.40625,16446,66,72,,,,,,
1488550263,0.568,7.98461982,1125.78125,16446,66,72,,,,,,
1488550264,0.973,9.519406665,1312.5,16446,66,72,,,,,,
1488550265,1.5865,12.75053686,1514.0625,16446,66,72,,,,,,
1488550266,1.6835,15.75797344,1639.84375,16446,66,72,,,,,,
1488550267,1.3115,17.85199435,1331.25,16446,66,72,,,,,,
1488550268,0.642,17.98869602,1191.40625,16446,66,72,,,,,,
1488550269,0.244,16.82051817,1311.71875,16446,66,72,,,,,,
1488550270,0.216,14.39095681,1095.3125,16446,66,72,,,,,,
1488550271,0.2645,12.06702855,1148.4375,16446,66,72,,,,,,
1488550272,0.262,10.07864074,1166.40625,16446,66,72,,,,,,
1488550273,0.2685,8.95395888,1185.15625,16446,66,72,,,,,,
1488550274,0.2735,8.282877993,1045.3125,16446,66,72,,,,,,
1488550275,0.4865,8.599777301,1067.96875,16446,66,72,,,,,,
1488550276,0.6855,9.805237414,1218.75,16446,66,72,,,,,,
1488550277,0.7395,11.55750418,1291.40625,16446,66,72,,,,,,
1488550278,1.1585,14.13619462,1440.625,16446,66,72,,,,,,
1488550279,1.6045,16.98207468,1403.125,16446,66,72,,,,,,
1488550280,0.6515,17.42324823,1159.375,16446,66,72,,,,,,
1488550281,0.264,16.69624394,1062.5,16446,66,72,,,,,,
1488550282,0.246,13.25384753,1102.34375,16446,66,72,,,,,,
1488550283,0.244,10.14077786,1123.4375,16446,66,72,,,,,,
1488550284,0.2505,6.07701026,1116.40625,16446,66,72,,,,,,
1488550285,0.261,4.082408733,1157.03125,16446,66,72,,,,,,
1488550286,0.264,4.411735465,1160.9375,16446,66,72,,,,,,
1488550287,0.322,6.424978128,1120.3125,16446,66,72,,,,,,
1488550288,0.669,8.686769267,1296.875,16446,66,72,,,,,,
1488550289,1.1255,11.29652827,1428.90625,16446,66,72,,,,,,
1488550290,2.037,15.66476776,2173.4375,16446,66,72,,,,,,
1488550291,2.8625,20.54253162,2557.8125,16446,66,72,,,,,,
1488550292,3.087,24.84242027,2407.8125,16446,66,72,,,,,,
1488550293,2.709,28.16675614,2089.84375,16446,66,72,,,,,,
1488550294,2.237,30.33534161,1938.28125,16446,66,72,,,,,,
1488550295,0.4955,30.37262388,1048.4375,16446,66,72,,,,,,
1488550296,0.2885,29.71397041,1153.125,16446,66,72,,,,,,
1488550297,0.203,28.64521196,1178.90625,16446,66,72,,,,,,
1488550298,0.21,27.2595542,1055.46875,16446,66,72,,,,,,
1488550299,0.2365,25.66884395,1091.40625,16446,66,72,,,,,,
1488550300,0.241,23.5561819,1076.5625,16446,66,72,,,,,,
1488550301,0.2375,20.67301957,1067.96875,16446,66,72,,,,,,
1488550302,0.2415,16.97586097,1053.90625,16446,66,72,,,,,,
1488550303,0.238,12.88102482,1060.9375,16446,66,72,,,,,,
1488550304,0.2455,8.786188658,1057.8125,16446,66,72,,,,,,
1488550305,0.247,5.59234073,1071.09375,16446,66,72,,,,,,
1488550306,0.2455,3.119283385,1080.46875,16446,66,72,,,,,,
1488550307,0.251,1.180605265,1085.9375,16446,66,72,,,,,,
1488550308,0,0,981.25,16446,66,72,,,,,,
1488550309,0.348,0,1180.46875,16446,66,72,,,,,,
1488550310,0.2985,0,832.8125,16446,66,72,,,,,,
1488550311,0,0,0,16446,66,72,,,,,,
1488550312,0,0,0,16446,66,72,,,,,,
1488550313,0,0,0,16446,66,72,,,,,,
1488550314,0,0,0,16446,66,72,,,,,,
1488550315,0,0,0,16446,66,72,,,,,,
1488550316,0,0,0,16446,66,72,,,,,,
1488550317,0,0,0,16446,66,72,,,,,,
1488550318,0,0,0,16446,66,72,,,,,,
1488550319,0,0,0,16446,66,72,,,,,,
1488550320,0,0,0,16446,66,72,,,,,,
1488550321,0,0,0,16446,66,72,,,,,,
1488550322,0,0,0,16446,66,72,,,,,,
1488550323,0,0,0,16446,66,72,,,,,,
1488550324,0,0,0,16446,66,72,,,,,,
1488550325,0,2.603545295,0,16446,66,72,,,,,,
1488550326,1.2985,7.524805138,1452.34375,16446,66,72,,,,,,
1488550327,2.2505,13.80686789,2054.6875,16446,66,72,,,,,,
1488550328,2.662,19.20036984,2359.375,16446,66,72,,,,,,
1488550329,2.822,23.79230295,2514.84375,16446,66,72,,,,,,
1488550330,2.6425,27.87471168,2371.875,16446,66,72,,,,,,
1488550331,2.992,31.61536626,2670.3125,16446,66,72,,,,,,
1488550332,2.719,34.75329078,2245.3125,16446,66,72,,,,,,
1488550333,2.3825,36.97779965,1865.625,16446,66,72,,,,,,
1488550334,1.511,38.35102998,1478.125,16446,66,72,,,,,,
1488550335,1.518,39.42600215,1482.03125,16446,66,72,,,,,,
1488550336,1.297,40.43262348,1375,16446,66,72,,,,,,
1488550337,1.356,41.33982542,1382.03125,16446,66,72,,,,,,
1488550338,1.3855,42.24081365,1408.59375,16446,66,72,,,,,,
1488550339,0.663,42.3215919,1067.1875,16446,66,72,,,,,,
1488550340,0,41.45167223,182.03125,16446,66,72,,,,,,
1488550341,0,40.48854689,0,16446,66,72,,,,,,
1488550342,0,39.6621232,0,16446,66,72,,,,,,
1488550343,0,38.73628012,0,16446,66,72,,,,,,
1488550344,0,37.22634813,0,16446,66,72,,,,,,
1488550345,0,34.921061,0,16447,66,72,,,,,,
1488550346,0,32.10003579,0,16447,66,72,,,,,,
1488550347,0,29.14852263,0,16447,66,72,,,,,,
1488550348,0,25.97331584,0,16447,66,72,,,,,,
1488550349,0,23.00316154,0,16447,66,72,,,,,,
1488550350,0,19.85280959,0,16447,66,72,,,,,,
1488550351,0,16.63410682,0,16447,66,72,,,,,,
1488550352,0,13.3967629,0,16447,66,72,,,,,,
1488550353,0,10.24019725,0,16447,66,72,,,,,,
1488550354,0,7.742285055,0,16447,66,72,,,,,,
1488550355,0,6.250994194,0,16447,66,72,,,,,,
1488550356,0,4.790771892,0,16447,66,72,,,,,,
1488550357,0,3.529388372,0,16447,66,72,,,,,,
1488550358,0,2.448202497,0,16447,66,72,,,,,,
1488550359,0,1.516145709,0,16447,66,72,,,,,,
1488550360,0,2.156158037,0,16447,66,72,,,,,,
1488550361,1.089,5.760110952,1442.96875,16447,66,72,,,,,,
1488550362,1.2665,11.27788714,1415.625,16447,66,72,,,,,,
1488550363,2.0205,17.28654657,2267.1875,16447,66,72,,,,,,
1488550364,2.5625,22.37557663,2207.8125,16447,66,72,,,,,,
1488550365,2.5845,26.12865863,2290.625,16447,66,72,,,,,,
1488550366,0.9655,27.52674382,1200,16447,66,72,,,,,,
1488550367,1.1555,29.23551459,1340.625,16447,66,72,,,,,,
1488550368,2.035,31.50973316,1642.96875,16447,66,72,,,,,,
1488550369,1.106,32.68412471,1134.375,16447,66,72,,,,,,
1488550370,1.6555,34.19405671,1395.3125,16447,66,72,,,,,,
1488550371,1.4385,35.39330311,1401.5625,16447,66,72,,,,,,
1488550372,0,35.23796031,124.21875,16447,66,72,,,,,,
1488550373,0,34.69736737,0,16447,66,72,,,,,,
1488550374,0,34.70358109,0,16447,66,72,,,,,,
1488550375,0.758,35.18825062,1065.625,16447,66,72,,,,,,
1488550376,0,34.80300048,114.0625,16447,66,72,,,,,,
1488550377,0,34.17541557,0,16447,66,72,,,,,,
1488550378,0,33.3054959,0,16447,66,72,,,,,,
1488550379,0,32.97616917,0,16447,66,72,,,,,,
1488550380,0,32.79597153,0,16447,66,72,,,,,,
1488550381,0,32.23052374,0,16447,66,72,,,,,,
1488550382,0,31.14933787,0,16447,66,72,,,,,,
1488550383,0,30.40369244,0,16447,66,72,,,,,,
1488550384,0,27.63859063,0,16447,66,72,,,,,,
1488550385,0,24.46338384,0,16447,66,72,,,,,,
1488550386,0,21.54293923,0,16447,66,72,,,,,,
1488550387,0,18.87104311,0,16447,66,72,,,,,,
1488550388,0,15.96302593,0,16447,66,72,,,,,,
1488550389,0,13.31598465,0,16447,66,72,,,,,,
1488550390,0,10.73108049,0,16447,66,72,,,,,,
1488550391,0,8.997454864,0,16447,66,72,,,,,,
1488550392,0,6.953143641,0,16447,66,72,,,,,,
1488550393,0,5.26922771,0,16447,66,72,,,,,,
